epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,8064.97,1.52356,0.72575,1.86806,0.96562,0.94858,0.99398,0.90528,0.92832,0.47203,1.65302,0.000225736,0.000225736,0.000225736
182,8109.33,1.51671,0.72888,1.8655,0.95907,0.96996,0.99403,0.8829,0.92288,0.47316,1.64393,0.000223901,0.000223901,0.000223901
183,8153.85,1.495,0.71551,1.8667,0.91169,0.98432,0.99345,0.89307,0.93487,0.49118,1.64961,0.000222066,0.000222066,0.000222066
184,8198.21,1.48684,0.70531,1.86272,0.95128,0.93279,0.994,0.86668,0.93733,0.47197,1.65499,0.000220232,0.000220232,0.000220232
185,8242.64,1.49534,0.72565,1.8656,0.95647,0.91496,0.99408,0.90259,0.91745,0.46656,1.6594,0.000218397,0.000218397,0.000218397
186,8287.07,1.48015,0.70995,1.85081,0.94703,0.93144,0.99404,0.90104,0.95725,0.47222,1.65852,0.000216562,0.000216562,0.000216562
187,8331.49,1.52666,0.71582,1.87056,0.94208,0.96209,0.99394,0.90187,0.92991,0.46746,1.65585,0.000214727,0.000214727,0.000214727
188,8375.97,1.48352,0.70164,1.8504,0.927,0.98444,0.99384,0.89617,0.93135,0.46335,1.65949,0.000212892,0.000212892,0.000212892
189,8420.37,1.48162,0.69618,1.85001,0.90929,0.97839,0.99368,0.89831,0.89832,0.47209,1.65593,0.000211058,0.000211058,0.000211058
190,8464.69,1.4599,0.70313,1.84655,0.95446,0.92169,0.99417,0.90537,0.90959,0.45884,1.64859,0.000209223,0.000209223,0.000209223
191,8509.12,1.48073,0.70099,1.84339,0.92866,0.95717,0.99418,0.91225,0.93902,0.45676,1.64942,0.000207388,0.000207388,0.000207388
192,8553.37,1.47147,0.69969,1.84783,0.94334,0.97062,0.99386,0.87127,0.92404,0.4673,1.64903,0.000205553,0.000205553,0.000205553
193,8597.8,1.46967,0.69945,1.84836,0.92143,0.98093,0.99346,0.91066,0.87875,0.45268,1.64406,0.000203718,0.000203718,0.000203718
194,8642.05,1.45696,0.6938,1.84758,0.94723,0.9308,0.99397,0.89235,0.88624,0.44222,1.63495,0.000201884,0.000201884,0.000201884
195,8686.45,1.42994,0.6806,1.82758,0.92322,0.9671,0.99391,0.90015,0.91234,0.44298,1.64446,0.000200049,0.000200049,0.000200049
196,8730.91,1.45429,0.69492,1.84011,0.93192,0.98365,0.99372,0.89656,0.93218,0.4621,1.64201,0.000198214,0.000198214,0.000198214
197,8775.33,1.42489,0.69455,1.83307,0.94504,0.94265,0.9932,0.90357,0.8943,0.44849,1.63722,0.000196379,0.000196379,0.000196379
198,8819.64,1.42841,0.67165,1.83343,0.93766,0.98416,0.9938,0.93057,0.85129,0.43781,1.63195,0.000194544,0.000194544,0.000194544
199,8864.1,1.41358,0.67367,1.82869,0.96163,0.99258,0.99399,0.93504,0.83711,0.42818,1.62956,0.00019271,0.00019271,0.00019271
200,8908.57,1.41689,0.6732,1.83614,0.9197,0.98721,0.99377,0.90186,0.89179,0.44488,1.6343,0.000190875,0.000190875,0.000190875
201,8953.03,1.44739,0.70059,1.8389,0.94756,0.93237,0.9938,0.9118,0.87905,0.44668,1.63375,0.00018904,0.00018904,0.00018904
202,8997.42,1.41499,0.67652,1.82095,0.9313,0.96958,0.99389,0.93981,0.84523,0.45144,1.6327,0.000187205,0.000187205,0.000187205
203,9041.98,1.42563,0.66718,1.83218,0.95554,0.98587,0.99395,0.91288,0.88659,0.47292,1.64248,0.00018537,0.00018537,0.00018537
204,9086.39,1.38999,0.66043,1.82569,0.94514,0.98503,0.99409,0.9227,0.84777,0.44529,1.63134,0.000183536,0.000183536,0.000183536
205,9130.87,1.45241,0.69731,1.85788,0.94082,0.98301,0.99392,0.91788,0.82256,0.45003,1.62853,0.000181701,0.000181701,0.000181701
206,9175.28,1.40568,0.67527,1.83057,0.92582,0.976,0.99413,0.93923,0.81398,0.43362,1.6257,0.000179866,0.000179866,0.000179866
207,9219.74,1.40377,0.66969,1.83217,0.91833,0.98637,0.99413,0.92484,0.81005,0.44645,1.6237,0.000178031,0.000178031,0.000178031
208,9264.15,1.40772,0.68236,1.82759,0.96566,0.98952,0.99414,0.93636,0.78359,0.44526,1.62356,0.000176196,0.000176196,0.000176196
209,9308.61,1.41345,0.67917,1.82988,0.95978,0.99133,0.99408,0.92888,0.81542,0.4461,1.62895,0.000174362,0.000174362,0.000174362
210,9352.97,1.36713,0.67556,1.81852,0.9398,0.93623,0.99425,0.91919,0.80036,0.42244,1.62047,0.000172527,0.000172527,0.000172527
211,9397.57,1.37335,0.66729,1.81861,0.94723,0.92546,0.99427,0.94541,0.79372,0.42691,1.61881,0.000170692,0.000170692,0.000170692
212,9442.12,1.3886,0.67344,1.82428,0.94612,0.93002,0.99427,0.94377,0.78477,0.41529,1.61577,0.000168857,0.000168857,0.000168857
213,9486.64,1.37007,0.66412,1.82051,0.9493,0.93575,0.99425,0.94476,0.81197,0.42057,1.6174,0.000167022,0.000167022,0.000167022
214,9531.07,1.3632,0.66347,1.81151,0.94549,0.93885,0.99422,0.93276,0.80886,0.41689,1.61962,0.000165188,0.000165188,0.000165188
215,9575.64,1.34818,0.64778,1.80878,0.93684,0.94868,0.99346,0.93408,0.82921,0.45411,1.6195,0.000163353,0.000163353,0.000163353
216,9620.1,1.3802,0.66465,1.80985,0.97792,0.96422,0.99425,0.90822,0.84792,0.42931,1.62602,0.000161518,0.000161518,0.000161518
217,9664.57,1.36277,0.65979,1.81388,0.95,0.93383,0.99427,0.91516,0.79553,0.41956,1.61698,0.000159683,0.000159683,0.000159683
218,9708.9,1.35771,0.66487,1.81091,0.92879,0.96204,0.99397,0.93581,0.78856,0.42079,1.61545,0.000157848,0.000157848,0.000157848
219,9753.31,1.37961,0.67729,1.82758,0.93432,0.96677,0.99435,0.94154,0.79352,0.41028,1.60944,0.000156014,0.000156014,0.000156014
220,9797.63,1.3465,0.6605,1.80613,0.92697,0.97718,0.99402,0.92902,0.78784,0.41607,1.61117,0.000154179,0.000154179,0.000154179
221,9842.09,1.35876,0.65177,1.80898,0.92233,0.96852,0.99423,0.93753,0.78295,0.41782,1.61306,0.000152344,0.000152344,0.000152344
222,9886.6,1.3471,0.65931,1.81189,0.9447,0.94609,0.99422,0.917,0.78244,0.41478,1.61503,0.000150509,0.000150509,0.000150509
223,9930.96,1.34968,0.65708,1.81324,0.93684,0.95205,0.99425,0.95699,0.76648,0.4153,1.61229,0.000148674,0.000148674,0.000148674
224,9975.44,1.35356,0.65669,1.80831,0.92893,0.9845,0.99405,0.94561,0.73872,0.41262,1.61099,0.00014684,0.00014684,0.00014684
225,10019.9,1.3424,0.65212,1.80167,0.94923,0.98458,0.99411,0.95899,0.74037,0.41318,1.60843,0.000145005,0.000145005,0.000145005
226,10064.4,1.32429,0.65517,1.80618,0.9793,0.98832,0.99381,0.94186,0.75049,0.43736,1.61213,0.00014317,0.00014317,0.00014317
227,10108.8,1.31483,0.64882,1.79473,0.96978,0.99074,0.99387,0.93754,0.75607,0.43485,1.61222,0.000141335,0.000141335,0.000141335
228,10153,1.3313,0.65124,1.80107,0.94303,0.98472,0.99383,0.93041,0.73628,0.42307,1.61094,0.0001395,0.0001395,0.0001395
229,10197.5,1.29902,0.63792,1.79121,0.94985,0.9902,0.99377,0.93329,0.74568,0.43571,1.61028,0.000137666,0.000137666,0.000137666
230,10241.8,1.32672,0.65167,1.80179,0.95325,0.98903,0.99404,0.92399,0.76018,0.41949,1.60432,0.000135831,0.000135831,0.000135831
231,10286.2,1.31051,0.63674,1.79226,0.95381,0.99291,0.99399,0.91282,0.72595,0.40854,1.60061,0.000133996,0.000133996,0.000133996
232,10330.6,1.31273,0.64211,1.80511,0.91514,0.96897,0.9935,0.93418,0.73866,0.41865,1.60651,0.000132161,0.000132161,0.000132161
233,10375,1.3233,0.64529,1.80185,0.91559,0.96609,0.99425,0.93263,0.73304,0.39181,1.60256,0.000130326,0.000130326,0.000130326
234,10419.4,1.34406,0.6471,1.80758,0.92985,0.95364,0.99434,0.93675,0.75475,0.39342,1.60752,0.000128492,0.000128492,0.000128492
235,10463.7,1.30343,0.64046,1.79938,0.92448,0.95608,0.99444,0.92822,0.75086,0.39235,1.61131,0.000126657,0.000126657,0.000126657
236,10508.3,1.30022,0.64114,1.79311,0.92557,0.9889,0.99444,0.94171,0.76075,0.38696,1.61196,0.000124822,0.000124822,0.000124822
237,10552.6,1.32023,0.64044,1.79455,0.93038,0.988,0.99423,0.94718,0.77273,0.39755,1.61299,0.000122987,0.000122987,0.000122987
238,10596.9,1.26649,0.62252,1.78662,0.92183,0.98098,0.99446,0.95155,0.7452,0.384,1.6078,0.000121152,0.000121152,0.000121152
239,10641.2,1.30948,0.63625,1.79817,0.9307,0.98566,0.99437,0.93698,0.75688,0.39869,1.60867,0.000119318,0.000119318,0.000119318
240,10685.6,1.2926,0.61618,1.79371,0.91797,0.97358,0.99433,0.92334,0.75559,0.39797,1.60999,0.000117483,0.000117483,0.000117483
241,10729.9,1.30215,0.62482,1.799,0.92513,0.97446,0.99437,0.93188,0.72996,0.39194,1.60644,0.000115648,0.000115648,0.000115648
242,10774.3,1.30152,0.63729,1.79172,0.94354,0.98872,0.99445,0.97148,0.7175,0.38168,1.60106,0.000113813,0.000113813,0.000113813
243,10818.8,1.25894,0.60062,1.78072,0.94739,0.98598,0.99438,0.93797,0.71417,0.3846,1.59966,0.000111978,0.000111978,0.000111978
244,10863.2,1.28343,0.61957,1.78949,0.92431,0.97787,0.99455,0.94656,0.69196,0.37406,1.59372,0.000110144,0.000110144,0.000110144
245,10907.6,1.2846,0.62609,1.79363,0.92103,0.98727,0.99445,0.94094,0.67857,0.3768,1.59129,0.000108309,0.000108309,0.000108309
246,10951.9,1.25941,0.61885,1.77951,0.92227,0.98691,0.99453,0.9464,0.68715,0.3724,1.59424,0.000106474,0.000106474,0.000106474
247,10996.2,1.25466,0.62869,1.78676,0.92806,0.96365,0.99444,0.93566,0.69828,0.37999,1.59296,0.000104639,0.000104639,0.000104639
248,11040.5,1.24229,0.60998,1.78141,0.92702,0.98692,0.99439,0.94224,0.7031,0.37356,1.59495,0.000102804,0.000102804,0.000102804
249,11084.9,1.26764,0.62184,1.78328,0.93282,0.98764,0.99448,0.95506,0.69321,0.36864,1.59341,0.00010097,0.00010097,0.00010097
250,11129.4,1.25347,0.61694,1.78054,0.92828,0.98721,0.99453,0.95344,0.686,0.36488,1.59468,9.91348e-05,9.91348e-05,9.91348e-05
251,11173.8,1.25342,0.60914,1.77275,0.93229,0.98742,0.99443,0.94461,0.71015,0.36999,1.59694,9.73e-05,9.73e-05,9.73e-05
252,11218.3,1.23481,0.59455,1.7735,0.9458,0.9855,0.99463,0.94913,0.72004,0.36853,1.59912,9.54652e-05,9.54652e-05,9.54652e-05
253,11262.7,1.24685,0.6242,1.7815,0.93694,0.9856,0.99442,0.95549,0.72921,0.36653,1.59913,9.36304e-05,9.36304e-05,9.36304e-05
254,11307.1,1.22666,0.59063,1.76444,0.9275,0.9881,0.99441,0.9607,0.70405,0.36425,1.59678,9.17956e-05,9.17956e-05,9.17956e-05
255,11351.5,1.24373,0.60703,1.77574,0.92466,0.98296,0.99458,0.96956,0.68732,0.35441,1.59415,8.99608e-05,8.99608e-05,8.99608e-05
256,11395.8,1.24148,0.60882,1.77631,0.92498,0.97939,0.99463,0.9637,0.69131,0.34895,1.59434,8.8126e-05,8.8126e-05,8.8126e-05
257,11440.2,1.25048,0.62859,1.78768,0.92726,0.97957,0.99463,0.95128,0.69145,0.35185,1.59324,8.62912e-05,8.62912e-05,8.62912e-05
258,11484.6,1.25478,0.61403,1.78157,0.9261,0.97941,0.99461,0.95161,0.70237,0.35327,1.59368,8.44564e-05,8.44564e-05,8.44564e-05
259,11528.9,1.2318,0.61104,1.77536,0.92741,0.96845,0.99469,0.95167,0.70356,0.35586,1.59484,8.26216e-05,8.26216e-05,8.26216e-05
260,11573.3,1.23183,0.59595,1.77284,0.92805,0.96334,0.99466,0.95254,0.70842,0.36338,1.59528,8.07868e-05,8.07868e-05,8.07868e-05
261,11617.7,1.20759,0.59672,1.76975,0.92928,0.96023,0.99461,0.95562,0.71409,0.3632,1.59625,7.8952e-05,7.8952e-05,7.8952e-05
262,11662.1,1.21852,0.595,1.7699,0.92404,0.97597,0.99453,0.95839,0.70778,0.36369,1.59534,7.71172e-05,7.71172e-05,7.71172e-05
263,11706.4,1.20496,0.59822,1.7706,0.92263,0.97985,0.99446,0.96093,0.69724,0.36749,1.59258,7.52824e-05,7.52824e-05,7.52824e-05
264,11750.7,1.20704,0.58993,1.77397,0.91648,0.98594,0.99471,0.95702,0.69723,0.36773,1.59463,7.34476e-05,7.34476e-05,7.34476e-05
265,11795.1,1.20762,0.57575,1.76845,0.92063,0.98314,0.9947,0.95688,0.70457,0.36316,1.5961,7.16128e-05,7.16128e-05,7.16128e-05
266,11839.4,1.21405,0.57973,1.7762,0.91438,0.98504,0.99456,0.95585,0.70442,0.3717,1.59538,6.9778e-05,6.9778e-05,6.9778e-05
267,11883.8,1.22576,0.59166,1.77848,0.94001,0.97247,0.99464,0.95578,0.69237,0.369,1.5944,6.79432e-05,6.79432e-05,6.79432e-05
268,11928.1,1.2058,0.59051,1.76205,0.91868,0.98668,0.99466,0.95742,0.68219,0.35432,1.59437,6.61084e-05,6.61084e-05,6.61084e-05
269,11972.5,1.18058,0.56886,1.75671,0.92736,0.96587,0.99463,0.95646,0.67516,0.35537,1.59383,6.42736e-05,6.42736e-05,6.42736e-05
270,12016.9,1.19035,0.58269,1.76554,0.96177,0.93846,0.99464,0.95644,0.67273,0.35607,1.59389,6.24388e-05,6.24388e-05,6.24388e-05
271,12061.3,1.18655,0.58441,1.76061,0.9476,0.99014,0.99467,0.95733,0.67414,0.34995,1.59418,6.0604e-05,6.0604e-05,6.0604e-05
272,12105.6,1.1953,0.58481,1.76484,0.92175,0.98133,0.9945,0.95617,0.66781,0.36278,1.59331,5.87692e-05,5.87692e-05,5.87692e-05
273,12150,1.19393,0.59509,1.77023,0.92854,0.9821,0.99467,0.96299,0.65956,0.3528,1.59147,5.69344e-05,5.69344e-05,5.69344e-05
274,12194.3,1.17479,0.58808,1.75594,0.94447,0.97348,0.99474,0.96313,0.64893,0.34551,1.59063,5.50996e-05,5.50996e-05,5.50996e-05
275,12238.7,1.18737,0.57961,1.76707,0.93343,0.98698,0.99474,0.97072,0.65207,0.33961,1.59113,5.32648e-05,5.32648e-05,5.32648e-05
276,12283,1.20473,0.59076,1.76796,0.97605,0.98963,0.99471,0.97235,0.66327,0.3488,1.59122,5.143e-05,5.143e-05,5.143e-05
277,12327.5,1.19015,0.59244,1.76604,0.97647,0.98934,0.99474,0.96783,0.66066,0.34314,1.59041,4.95952e-05,4.95952e-05,4.95952e-05
278,12371.7,1.16797,0.58652,1.76758,0.94025,0.98449,0.99467,0.96316,0.65712,0.34963,1.59007,4.77604e-05,4.77604e-05,4.77604e-05
279,12416,1.18181,0.57456,1.7625,0.94492,0.98795,0.99476,0.96106,0.65513,0.33973,1.58925,4.59256e-05,4.59256e-05,4.59256e-05
280,12460.3,1.17754,0.56823,1.75876,0.93771,0.98782,0.99479,0.96421,0.66539,0.33333,1.58836,4.40908e-05,4.40908e-05,4.40908e-05
281,12504.8,1.18684,0.58908,1.75691,0.93615,0.98702,0.99472,0.96427,0.66461,0.33528,1.58805,4.2256e-05,4.2256e-05,4.2256e-05
282,12549.1,1.1492,0.5856,1.74626,0.93561,0.9873,0.99481,0.96438,0.66153,0.33313,1.58812,4.04212e-05,4.04212e-05,4.04212e-05
283,12593.4,1.19075,0.58388,1.7698,0.94134,0.98583,0.99481,0.96275,0.6583,0.3276,1.58726,3.85864e-05,3.85864e-05,3.85864e-05
284,12637.8,1.1805,0.58661,1.76159,0.94234,0.98578,0.99481,0.97131,0.6516,0.33387,1.58649,3.67516e-05,3.67516e-05,3.67516e-05
285,12682.2,1.1629,0.5701,1.74925,0.9406,0.98557,0.99481,0.95722,0.65618,0.33587,1.58628,3.49168e-05,3.49168e-05,3.49168e-05
286,12726.7,1.17008,0.57737,1.75747,0.93896,0.98718,0.99481,0.96645,0.66094,0.33416,1.58753,3.3082e-05,3.3082e-05,3.3082e-05
287,12771.1,1.16001,0.563,1.75016,0.93398,0.98768,0.99481,0.97205,0.64707,0.32774,1.58664,3.12472e-05,3.12472e-05,3.12472e-05
288,12815.4,1.14622,0.58608,1.75137,0.93122,0.98723,0.99479,0.97206,0.64518,0.3334,1.58715,2.94124e-05,2.94124e-05,2.94124e-05
289,12859.7,1.15806,0.57537,1.76311,0.93194,0.98612,0.99481,0.97213,0.64552,0.32836,1.5873,2.75776e-05,2.75776e-05,2.75776e-05
290,12904.3,1.17215,0.57489,1.75004,0.93279,0.9859,0.99481,0.9717,0.65376,0.33117,1.5877,2.57428e-05,2.57428e-05,2.57428e-05
291,12950.1,1.0993,0.50234,1.72428,0.94177,0.98543,0.99479,0.97271,0.63651,0.32614,1.58627,2.3908e-05,2.3908e-05,2.3908e-05
292,12994.6,1.06559,0.49372,1.73368,0.94045,0.98576,0.99478,0.97143,0.64009,0.31914,1.58514,2.20732e-05,2.20732e-05,2.20732e-05
293,13038.8,1.03167,0.46114,1.70416,0.94209,0.98889,0.99492,0.97854,0.63804,0.30901,1.58464,2.02384e-05,2.02384e-05,2.02384e-05
294,13083.1,1.03597,0.4765,1.71504,0.9419,0.98954,0.99492,0.97755,0.6454,0.31642,1.58457,1.84036e-05,1.84036e-05,1.84036e-05
295,13127.3,1.05521,0.47975,1.71663,0.95044,0.99207,0.99487,0.97477,0.64896,0.31577,1.58416,1.65688e-05,1.65688e-05,1.65688e-05
296,13171.6,1.02525,0.46919,1.70971,0.9517,0.9921,0.99482,0.97493,0.65268,0.3185,1.58408,1.4734e-05,1.4734e-05,1.4734e-05
297,13215.9,1.02017,0.47451,1.70653,0.95402,0.99,0.99467,0.97486,0.6494,0.33111,1.58419,1.28992e-05,1.28992e-05,1.28992e-05
298,13260.1,1.04926,0.48937,1.72758,0.95496,0.99318,0.99474,0.97564,0.64747,0.32256,1.58404,1.10644e-05,1.10644e-05,1.10644e-05
299,13304.5,1.03278,0.46621,1.71865,0.95549,0.99264,0.99475,0.97515,0.64342,0.3238,1.58382,9.2296e-06,9.2296e-06,9.2296e-06
300,13348.7,1.00931,0.4669,1.70596,0.95677,0.99365,0.99475,0.97562,0.64478,0.32366,1.58364,7.3948e-06,7.3948e-06,7.3948e-06
